FID,Z_1,Z_2,ela_conv_conv_prob,ela_curv_grad_norm_min,ela_curv_grad_norm_lq,ela_distr_skewness,ela_distr_number_of_peaks,ela_level_lda_qda_10,ela_level_lda_qda_25,ela_meta_lin_simple_adj_r2,ela_meta_quad_w_interact_adj_r2,ic_eps_max,ic_eps_ratio,nbc_nb_fitness_cor,EMNA,PSO,RandomSearch,EMNA_bin,PSO_bin,RandomSearch_bin
F5_I26,0.0420169408111669,1.22874752351594,0,2.1159762441563e-06,4.08773549343092e-08,0.189465728939988,0.0416666666666666,0.0636942675159235,0.0918918918918919,1,1,2.7891143890943e-08,0.0545454545454545,0.54259401205402,1.90371259589417,1.52730726614234,1.15052372074876,0,0,1
F5_I27,0.585494720067581,0.806017506883694,0,2.11597625132739e-06,4.08773549334214e-08,0.199394525836981,0,0.147292993630573,0.154791154791155,1,1,2.7891143890943e-08,0.0522727272727272,0.54346244232214,1.904975317358,1.53025416833596,1.15609552796603,0,0,1
F5_I28,0.147055658645447,0.764875587120985,0,2.11597625190921e-06,4.08773549337504e-08,0.202239375675581,0,0.222929936305732,0,1,1,3.29460144678092e-08,0.0477272727272727,0.53581623425583,1.90822693172995,1.55986207842323,1.17004290626314,0,0,1
F5_I29,0.106218878104178,1.4356406052445,0,2.11597625302741e-06,4.08773549345558e-08,0.200735045388705,0,0.0028951939779965,0.135135135135135,1,1,3.11828158609993e-08,0.0545454545454545,0.592868615619043,1.90156128816154,1.52870316974137,1.18034188327448,0,0,1
F5_I31,0.265130657869283,1.03208864825296,0,2.11597625234378e-06,4.08773549340896e-08,0.205473886856146,0,0.10828025477707,0.108108108108108,1,1,2.63556744625202e-08,0.0545454545454545,0.55971054726826,1.9021939063502,1.51456257246345,1.19103070412228,0,0,1
F5_I32,0.502713086462074,1.25697207764623,0,2.11597625190921e-06,4.08773549339359e-08,0.212928843004736,0.0416666666666666,0.0042462845010615,0.207207207207207,1,1,2.02653862570081e-08,0.0522727272727272,0.59545493621264,1.90005639427507,1.49414247263317,1.16867647476367,0,1,1
F5_I33,-0.116867208959398,1.37299395794602,0,2.11597625193359e-06,4.08773549338863e-08,0.200067415212678,0,0.035828025477707,0.0918918918918919,1,1,2.86950978871795e-08,0.0568181818181817,0.546986931303727,1.89998543609738,1.52566194507556,1.15946694658648,0,0,1
F5_I34,0.147055658645454,0.764875587120988,0,2.1159762511081e-06,4.08773549334772e-08,0.202239375675581,0,0.222929936305732,0,1,1,3.29460144678092e-08,0.0477272727272727,0.53581623425583,1.90496956063075,1.53970827755683,1.16658100274683,0,0,1
F5_I35,-0.0774673804445049,1.29339814174246,0,2.11597617194906e-06,4.087735492734e-08,0.197815370992617,0,0.0636942675159235,0.0958230958230958,1,1,3.47923951770098e-08,0.0499999999999999,0.510753423117782,1.90087234981294,1.52104071374977,1.19414571229867,0,0,1
F5_I36,0.503020155574503,0.883938130550855,0,2.11597624720563e-06,4.08773549318148e-08,0.21062155604112,0.0416666666666666,0.124493341053851,0.117117117117117,1,1,2.7891143890943e-08,0.0545454545454545,0.588789569683362,1.89972357910293,1.52736742461954,1.16779835909091,0,0,1
F5_I37,0.919659021683531,0.391463070382537,0,2.11597624434696e-06,4.08773549343135e-08,0.195503531257145,0.0416666666666666,0.24203821656051,0.159159159159159,1,1,3.29460144678092e-08,0.0454545454545454,0.504984721166775,1.90660904446807,1.56124832145476,1.16506298264106,0,0,1
F5_I38,0.253932993832733,0.818044001936837,0,2.11597625294433e-06,4.08773549345835e-08,0.197847909305526,0,0.191082802547771,0.054054054054054,1,1,3.29460144678092e-08,0.0477272727272727,0.526823330129594,1.90312887390284,1.54973569892088,1.1673464915621,0,0,1
F5_I39,-0.076107505930118,1.32791421163471,0,2.11597623895709e-06,4.08773549333928e-08,0.201046282151936,0,0.0636942675159235,0.0733590733590733,1,1,2.94990518834161e-08,0.0477272727272727,0.543307877703742,1.90190197130894,1.53440788182295,1.17639216556336,0,0,1
F5_I40,0.427464262972003,1.03841314804456,0,2.1159762511081e-06,4.08773549338025e-08,0.200526528571266,0,0.104226983207875,0.135135135135135,1,1,2.7891143890943e-08,0.0477272727272727,0.567603040948722,1.90086737823255,1.50630314878388,1.18175701970549,0,0,1
F5_I41,0.647086445619194,0.912735777519431,0,2.11597624572239e-06,4.08773549324759e-08,0.202271913988492,0,0.113234253361642,0.178378378378378,1,1,3.47923951770098e-08,0.0499999999999999,0.567300810413877,1.89874502064381,1.55023321833788,1.19110606669882,0,0,1
F5_I42,0.251642442005145,1.16781659690102,0,2.11597623035183e-06,4.08773549278073e-08,0.187158441976371,0.0416666666666666,0.0636942675159235,0.135135135135135,1,1,2.02653862570081e-08,0.0522727272727272,0.543095922079177,1.90522455818284,1.55199465648429,1.16619964584514,0,0,1
F5_I43,0.585494720067571,0.806017506883689,0,2.11597625237517e-06,4.08773549344137e-08,0.199394525836981,0,0.147292993630573,0.154791154791155,1,1,2.7891143890943e-08,0.0522727272727272,0.54346244232214,1.89549196503308,1.51004079443997,1.16295252236419,0,0,1
F5_I44,0.339916156250831,0.902353405493885,0,2.11597624449187e-06,4.08773549338863e-08,0.20294819144243,0,0.138004246284501,0.135135135135135,1,1,2.7891143890943e-08,0.0499999999999999,0.500652819191468,1.90255141113286,1.55245749740924,1.19264017039095,0,0,1
F5_I45,0.300555308975887,0.893656369961213,0,2.11597623888477e-06,4.08773549321802e-08,0.201346407055881,0,0.147292993630573,0.117117117117117,1,1,3.11828158609993e-08,0.0499999999999999,0.503309311740327,1.90861928913282,1.52049018739325,1.16436661015637,0,0,1
F5_I46,-0.0761075059301406,1.32791421163469,0,2.11597624149753e-06,4.08773549342986e-08,0.201046282151936,0,0.0636942675159235,0.0733590733590733,1,1,2.94990518834161e-08,0.0477272727272727,0.543307877703742,1.90907319819967,1.53819235495746,1.17325692590202,0,0,1
F5_I47,0.647086445619194,0.912735777519431,0,2.11597624572239e-06,4.08773549324759e-08,0.202271913988492,0,0.113234253361642,0.178378378378378,1,1,3.47923951770098e-08,0.0499999999999999,0.567300810413877,1.90071391146216,1.53625562755225,1.1726414570176,0,0,1
F5_I48,0.559591785909695,0.933489158455539,0,2.11597625237495e-06,4.08773549343617e-08,0.199560756409842,0,0.127388535031847,0.135135135135135,1,1,2.7891143890943e-08,0.0477272727272727,0.583247838241967,1.89426405446475,1.54865102537837,1.15140597824674,0,0,1
F5_I49,0.695348251088637,0.565555162376991,0,2.11597624389791e-06,4.08773549319697e-08,0.200692759144127,0,0.222929936305732,0.0958230958230958,1,1,2.7891143890943e-08,0.0522727272727272,0.57819502547006,1.90564383187343,1.52811929217778,1.18757228692428,0,0,1
F5_I50,0.369118484171145,0.544818528797532,0,2.11597624692899e-06,4.08773549311369e-08,0.20001986976843,0,0.24203821656051,0.063063063063063,1,1,2.86950978871795e-08,0.0568181818181817,0.501675183166459,1.90879983799765,1.52267398023024,1.16878793534045,0,0,1
F6_I1,-0.107703701268743,-1.04424980781779,0.973,1.13619954990269e-06,0.0001322833679646,0.245555039562317,0.125,0.0899213188460097,0.152432432432432,0.630013032376217,0.969976083814291,0.0001571010484556,0.472727272727273,0.486668247321709,3.70846556686735,2.40843626402031,1.19707832037972,0,0,1
F6_I4,0.73218855759863,-2.19112111122653,0.903,0.0043020095995781,0.0002846763390021,0.25594606776612,0.208333333333333,0.111464968152866,0.243243243243243,0.898259917766352,0.994092984324961,0.0003771980602353,0.534090909090909,0.582906257979637,5.37738003864847,4.74009336697142,3.40064362216688,0,0,0
F6_I5,1.26931695611375,-2.65418726841363,0.924,4.32184741979977e-06,0.0002426995664912,0.274123654854699,0.166666666666667,0.222929936305732,0.218295218295218,0.908281352373313,0.993544207181728,0.0004749752918218,0.536363636363636,0.661589566837261,5.12862562087857,4.02552201403904,1.17261424530343,0,0,1
F6_I6,0.551528222688674,-1.32421480904084,0.952,4.2206497023855e-06,0.0001402621920341,0.275766346784806,0.0833333333333333,0.100849256900212,0.25987525987526,0.651762660578256,0.973197137814507,0.0001247597645937,0.475,0.558830760760012,4.2404529104219,3.21902146372307,1.27234344800379,0,0,1
F6_I7,0.465377732280133,-1.68364826334002,0.935,0.001586680130979,0.0002396615518899,0.277308896592786,0.0833333333333333,0.0955414012738853,0.212972972972973,0.794460137310215,0.987682304468666,0.0002731659700936,0.513636363636364,0.608893626904305,4.82334614281244,4.29876664227727,1.83141336850868,0,0,0
F6_I8,2.2580661388957,-1.93185196961113,0.968,1.10338353898774e-06,3.41112551495733e-07,0.3704806768837,0.583333333333333,0.145826349312772,0.288288288288288,0.582230067551135,0.973103814930039,6.54296691521803e-05,0.420454545454545,0.781089223178021,1.66813257258621,1.62232453188934,1.20607557773618,0,0,1
F6_I9,1.56802309043651,-2.60206958689973,0.896,0.0009923468338871,0.0002697799275761,0.257287751280172,0.208333333333333,0.212314225053079,0.301455301455301,0.883787413833971,0.994337673081087,0.000313680792957,0.513636363636364,0.623110392753494,5.23417881275602,4.59042151403247,2.30082738208317,0,0,0
F6_I10,1.24422537620322,-2.1275737198869,0.94,0.0013080610395317,0.0001942622266888,0.261984931088061,0.208333333333333,0.17515923566879,0.267267267267267,0.805301997414423,0.985195223394821,0.0001978256980614,0.486363636363636,0.589578526703835,4.83630948537101,4.16559334321636,1.91215961747238,0,0,0
F6_I11,1.09142700295868,-1.96499568307924,0.934,4.36650985308267e-06,0.0001862575411645,0.245937407838674,0.166666666666667,0.123142250530785,0.310810810810811,0.768993756044003,0.98919309954555,0.0003771980602353,0.511363636363636,0.592952347939354,4.74680863189736,3.85550818611299,1.17218964011883,0,0,1
F6_I12,0.979358895869701,-1.97527758844896,0.95,4.67500724457957e-06,0.0001627383449552,0.283538236295763,0.166666666666667,0.161226114649682,0.19872813990461,0.809616904106026,0.989591554519834,0.0002325252687032,0.490909090909091,0.636765201878281,4.72164823112894,3.59358579914606,1.24209651012103,0,0,1
F6_I13,0.574373062135189,-1.53683780981478,0.96,3.32737094655328e-06,0.0001790957287676,0.282004062120314,0.166666666666667,0.143312101910828,0.243243243243243,0.58725233992332,0.984479856927303,0.000193369392705,0.488636363636364,0.533793262119883,3.92123547465317,3.26483155741457,1.19569968792281,0,0,1
F6_I14,0.0937240759006566,-1.17214224126569,0.959,4.65045743074738e-06,0.0001526948431324,0.317136870219417,0.125,0.0733868734422597,0.135135135135135,0.705184203869212,0.980332794708349,0.0001219493218508,0.470454545454545,0.585605932325073,3.47259225687964,3.36768903733002,1.20428815887266,0,0,1
F6_I15,0.666178757493886,-1.23156767403815,0.968,2.18236931777089e-06,9.60647603882892e-05,0.348357292489121,0.208333333333333,0.125619249823071,0.25,0.444706800886841,0.964651918567738,0.0001306458255796,0.463636363636364,0.605154777462807,1.62547945570537,1.71606502098433,1.16441253570152,0,0,1
F6_I16,0.309568439365909,-1.70263664149576,0.947,3.74567983729805e-06,0.0002042620834308,0.25788728372552,0.166666666666667,0.0808427241548261,0.154791154791155,0.859916824768053,0.989829370600176,0.0002271666232674,0.513636363636364,0.584681592497965,4.69423154467354,3.35281851655179,1.20494450616858,0,0,1
F6_I17,-0.0959890490318993,-1.05414138786108,0.971,3.86513207924381e-06,0.0001750174548886,0.227848819012135,0.0416666666666666,0.205558772437753,0.222972972972973,0.308878757760443,0.972255460716928,0.000207158777401,0.490909090909091,0.41747751700492,4.22316686704574,4.12654111855344,1.30808719190101,0,0,1
F6_I18,0.171589911367843,-1.64962612787277,0.946,0.000980638718601,0.0001787413531659,0.246420970307998,0.166666666666667,0.133359872611465,0.135135135135135,0.809967736315085,0.969164952939397,0.0001978256980614,0.490909090909091,0.511367809278721,4.73195219953942,4.0065023735311,1.19610418132011,0,0,1
F6_I19,0.994154348884898,-1.61272180604319,0.97,1.50210658912373e-06,0.0001112040982189,0.29450107992816,0.125,0.167728237791932,0.227799227799228,0.66144841455095,0.974140425007005,0.000136809572202,0.461363636363636,0.627621659609593,1.48828521068475,1.880632128268,1.20829110011992,1,0,1
F6_I20,0.561073875984798,-1.37801447871616,0.965,2.62514991757116e-06,0.0001674652710677,0.299440126401183,0.166666666666667,0.100849256900212,0.236486486486487,0.65376284850385,0.973459471210377,0.000168393611345,0.468181818181818,0.550078390215516,3.82882493031471,3.41429506441762,1.17732551742248,0,0,1
F6_I23,0.0975470120531506,-1.60375640253731,0.887,4.35903314233021e-06,0.0002388503046062,0.266399505680376,0.208333333333333,0.0477707006369426,0.113513513513514,0.906586758917386,0.993502446836861,0.0002271666232674,0.513636363636364,0.615790227478681,5.1516015243424,3.50631136483676,1.20713125233253,0,0,1
F6_I24,0.630573073606245,-2.01445611418894,0.91,0.0009594723950066,0.0002097384454436,0.260767990777938,0.166666666666667,0.17515923566879,0.196911196911197,0.813104505209586,0.987278617358655,0.0002378839141389,0.502272727272727,0.542498809814586,5.04432873295374,4.4822829892413,1.82594643402166,0,0,0
F6_I25,0.648705321775,-1.56134161137118,0.944,2.21602926036626e-06,0.0001289495155196,0.294841731091665,0.125,0.133359872611465,0.167567567567567,0.788234825264163,0.970966377360492,9.24809418351389e-05,0.461363636363636,0.616379014229071,4.35750706588378,2.57743826419403,1.17123935748045,0,0,1
F6_I26,0.632442639449182,-1.90529776482746,0.947,2.52989444683757e-06,0.0001758268751852,0.286455074099737,0.125,0.218030377266046,0.135135135135135,0.743152898409598,0.97747324494032,0.0001086453866961,0.486363636363636,0.597764773144293,3.98490178751924,2.83482673161618,1.2001618655817,0,0,1
F6_I27,0.396534613267487,-1.59079877594121,0.925,2.22183767403331e-06,0.0001841290192939,0.270694430997894,0.166666666666667,0.0636942675159235,0.160572337042925,0.861874007872233,0.99242801885603,0.0001978256980614,0.5,0.620786853070506,4.24845556149147,2.10644530960562,1.23854403026342,0,0,1
F6_I28,0.367618041490809,-1.42439147271944,0.973,2.15346510458937e-06,0.0001266143641995,0.277737145679521,0.125,0.124493341053851,0.183183183183183,0.702077219272851,0.971001350289957,9.90760901617057e-05,0.472727272727273,0.535649093903727,2.49321468796495,2.24926888974644,1.18786499613442,0,0,1
F6_I29,0.310043268999231,-0.990417982297981,0.97,1.50280763181351e-06,0.0001176499953933,0.295016479193931,0.125,0.134093194770365,0.248933143669986,0.359668184556129,0.961436377870609,0.000207158777401,0.472727272727273,0.546776567869121,1.40932151599304,1.69944852417206,1.17954165447978,1,0,1
F6_I31,0.631200841634073,-1.79372367011904,0.969,2.88120335441912e-06,0.0001928610359304,0.258083151362012,0.166666666666667,0.149436550710436,0.23027027027027,0.7058255932801,0.984940780523731,0.0002731659700936,0.502272727272727,0.527568062965202,4.48399505001703,3.89749682716609,1.18724120548163,0,0,1
F6_I32,1.51923894583779,-2.07339422943489,0.923,1.427224679099e-05,0.0001387219904532,0.303627027945716,0.25,0.125619249823071,0.313748531139835,0.782878276173511,0.992281032686194,0.0002169321617398,0.488636363636364,0.673927228831711,4.55925841588014,3.41465871141525,1.33702905897204,0,0,1
F6_I33,0.852329329901989,-1.5888950967402,0.947,7.91746560182847e-07,6.75032635182717e-05,0.311627757969701,0.375,0.0927720852949321,0.171171171171171,0.736408214698735,0.977487816719186,8.23916659136523e-05,0.456818181818182,0.630085555863602,1.83939537686466,1.79133513051677,1.15401555291392,0,0,1
F6_I34,0.935320945348836,-2.08275865734649,0.947,4.22657663592253e-06,0.000177128682977,0.288997990449958,0.166666666666667,0.193736730360934,0.175175175175175,0.80057911115815,0.98855318430747,0.0001086453866961,0.495454545454545,0.631105746673622,3.21612638627952,1.92741448154024,1.21697991679947,0,0,1
F6_I35,0.685822246574009,-1.46311289564156,0.964,1.82912911114031e-06,0.0001330094567026,0.288005726215455,0.166666666666667,0.0776273885350318,0.210340775558167,0.718277324973053,0.983031883475439,0.000136809572202,0.486363636363636,0.64911824751226,1.37498184585048,1.74983576112283,1.17442819600092,1,0,1
F6_I36,0.515236122786658,-1.57398944128263,0.899,1.04440422603185e-06,0.0001462964282008,0.277877160938837,0.208333333333333,0.0899213188460097,0.135135135135135,0.856275270243722,0.99114526699457,0.0001247597645937,0.475,0.636222990432737,4.47122002620131,2.115684134697,1.16800542447173,0,0,1
F6_I37,0.40956740374138,-1.25089209667816,0.956,0.0014343121777582,0.0001813640445763,0.236464878755262,0.208333333333333,0.0776273885350318,0.327327327327327,0.518822352085647,0.973220841318216,0.0001763381784425,0.490909090909091,0.446308163060479,4.6317308160076,4.19822367578008,1.3418782782634,0,0,1
F6_I38,0.463958277823643,-1.46774953509394,0.955,0.0002546927891307,0.000161998347717,0.266403825369432,0.208333333333333,0.183733463988241,0.243243243243243,0.4500265894379,0.955422731908022,0.0002491068127073,0.488636363636364,0.505230640617555,4.1707240548473,3.69074390514858,1.28176238513643,0,0,1
F6_I39,0.748439234067436,-1.70551131330506,0.93,2.67169053471001e-06,0.0001740864889897,0.29886922783978,0.208333333333333,0.119426751592357,0.14785373608903,0.817828736997277,0.992148175771788,0.000150023141689,0.475,0.659361280506978,4.09427164698948,3.11697434889473,1.18116865426688,0,0,1
F6_I40,1.04405014217764,-1.75408915596314,0.957,2.46532828468842e-06,7.71785647742152e-05,0.282462631717367,0.291666666666667,0.116148370176096,0.202702702702703,0.773278672295166,0.986143139342454,0.0001086453866961,0.468181818181818,0.634852122463989,3.49589318091507,1.87172292720363,1.19623756470576,0,0,1
F6_I41,0.220837151171008,-1.3860763317527,0.957,2.83367434538194e-06,0.0002039991374977,0.266990522412583,0.125,0.0636942675159235,0.152432432432432,0.804842652753224,0.987429486860672,0.0002434953634231,0.490909090909091,0.587072497379922,4.27084239599103,3.06100218396082,1.19213910573362,0,0,1
F6_I42,0.570641950599833,-0.92251414837645,0.965,9.56377585999228e-07,4.00189516595102e-07,0.422475054146774,0.416666666666667,0.0822717622080679,0.207207207207207,0.382356841733094,0.843215998039031,2.31934203483325e-05,0.425,0.693126346269556,1.74610168670574,1.650140297623,1.20455341035667,0,0,1
F6_I43,0.938436212212907,-1.73282388632253,0.902,0.0010481757869147,0.0001877696332224,0.26045021378543,0.166666666666667,0.115139637432631,0.219219219219219,0.828880728264346,0.985647425146567,0.000150023141689,0.477272727272727,0.651849274045237,4.96724602339081,4.21910725042021,1.24191920111985,0,0,1
F6_I44,0.623529950382572,-1.18668788099429,0.959,2.09853802149701e-06,0.0001426453153654,0.286149803824034,0.125,0.122360040227959,0.284249767008388,0.475412046282888,0.965922905580736,0.0001432641047862,0.470454545454545,0.566042914154465,3.06532221586277,2.45771092196072,1.15431261673133,0,0,1
F6_I45,0.943184792929286,-1.90369673216241,0.937,1.05593665089949e-06,0.000144089139509,0.274406039735621,0.208333333333333,0.130573248407643,0.212355212355212,0.85393090494373,0.988028321188816,0.0001889130873486,0.479545454545454,0.598316172616536,4.40845705671958,2.02086646476872,1.11567457278063,0,0,1
F6_I46,0.733438057686153,-1.63554356038522,0.959,5.80147396856083e-05,0.0001990074772136,0.269915473988452,0.208333333333333,0.0871605766007375,0.25987525987526,0.721676743443835,0.981361838894155,0.0002271666232674,0.495454545454545,0.571228916926288,4.26436803287065,3.87473399149953,1.21509089001606,0,0,1
F6_I47,0.396931250503532,-1.67901776873006,0.925,3.52916558868623e-06,0.0002243257486684,0.282654180322768,0.25,0.0530785562632696,0.166023166023166,0.835854638926821,0.990914928433809,0.0001978256980614,0.513636363636364,0.621211797547039,4.61664553279396,3.22580983452902,1.20855509096676,0,0,1
F6_I48,0.80555144816298,-1.72772891133517,0.943,3.47284039324595e-06,0.0001736428513207,0.266256849121015,0.0833333333333333,0.203025477707006,0.260680034873583,0.605515220560088,0.97967457430088,0.0001804020025471,0.486363636363636,0.547935420593463,4.146090646183,3.04301346750271,1.22558147704289,0,0,1
F6_I49,0.47539857362978,-1.36326645384808,0.972,6.12616724357982e-07,0.0001409955634704,0.293118218602217,0.166666666666667,0.0743099787685774,0.193347193347193,0.717545696804183,0.978863061725048,0.0001432641047862,0.477272727272727,0.597336653825921,2.8279892960127,2.33364938336506,1.13574273770546,0,0,1
F6_I50,1.50612889705272,-1.97749657596621,0.976,8.63246160603689e-07,5.5450710464598e-05,0.357908854974058,0.25,0.222929936305732,0.246971109040074,0.599039995563237,0.968734271877932,0.0001037504770751,0.456818181818182,0.680664742096947,1.22522463671588,1.70672352206665,1.19699408254123,1,0,1
F7_I1,1.2575590741554,1.03430208162178,0.928,0,0,0.346999140928647,0.125,0.083079479368596,0.331695331695332,0.006751457610285,0.995784366538495,3.20030761196641e-07,0.184090909090909,0.563059497332104,0.675222540063695,0.858216400113797,0.811907373661341,1,1,1
F7_I4,1.62824687081158,0.177493978692871,0.927,0,0,0.287854091897023,0.125,0.169292658397586,0.277027027027027,0.395624154505654,0.995816066298566,4.44265886170614e-07,0.179545454545455,0.500211956666067,1.7542174826135,1.61090734966303,0.839229779025082,0,0,1
F7_I5,1.67476899822987,0.63203658470771,0.93,0,0,0.300021547071313,0.125,0.106157112526539,0.357357357357357,0.197284762421313,0.993945066265937,2.5898734280055e-07,0.179545454545455,0.547151019757323,0.550279064375836,1.07690259294262,0.773630433282062,1,1,1
F7_I6,2.69794712867997,-0.558097225833051,0.917,0,0,0.327052051442124,0.208333333333333,0.168602472836268,0.426195426195426,0.494207472800281,0.998132767732732,7.77046822972981e-07,0.209090909090909,0.608966749121706,1.68394603602169,1.56155146835044,0.800530100355959,0,0,1
F7_I7,2.4239092806134,-0.109595479402762,0.905,0,0,0.308315130075745,0.0416666666666666,0.182590233545648,0.459459459459459,0.391922686695305,0.996541050081074,3.68413563799932e-07,0.179545454545455,0.525636722077266,1.84049319961919,1.56746929503893,0.75690590124223,0,0,1
F7_I8,1.91708644965293,-0.52601776716616,0.865,0,0,0.300280499802625,0.125,0.165026056745802,0.176319176319176,0.860995338301535,0.996337856457009,6.45157656865758e-07,0.190909090909091,0.634506832177948,2.2921358861474,1.82216926699192,0.792131413587549,0,0,1
F7_I9,2.56375358201963,-0.32412731258128,0.893,0,0,0.333066036129643,0.166666666666667,0.124493341053851,0.344992050874404,0.617791151203679,0.997376291125009,2.65098339922609e-07,0.188636363636364,0.703087662869902,1.34264146882499,1.36775480357335,0.782423986194117,1,1,1
F7_I10,1.3124293738003,0.802901553643107,0.916,0,0,0.31680874301807,0.166666666666667,0.106157112526539,0.319554848966614,0.089862058101163,0.996218140234713,2.91299314769028e-07,0.186363636363636,0.525119003353585,1.28213461773354,1.34325337553678,0.828112540858112,1,1,1
F7_I11,2.96908875066979,-1.05324474676804,0.91,0,0,0.299777256163569,0.166666666666667,0.342356687898089,0.381174277726002,0.454758784146426,0.996841397227812,5.1107430012991e-07,0.204545454545455,0.581964974417186,1.62340634913306,1.54875042076482,0.833916616143403,0,0,1
F7_I12,1.87028093736514,0.317144331801552,0.912,0,0,0.323576322830154,0.166666666666667,0.106157112526539,0.395866454689984,0.275345204201907,0.995579845495632,6.758862357153e-07,0.190909090909091,0.535721261217533,0.590166128171536,1.06685945299916,0.87077849326469,1,1,1
F7_I13,0.916454466100408,0.83249200741496,0.932,0,0,0.308730921198972,0.208333333333333,0.134093194770365,0.233415233415233,0.0131240464119533,0.996398999489999,5.1107430012991e-07,0.204545454545455,0.513303143169448,1.09264834234785,1.1730814965981,0.740492492667239,1,1,1
F7_I14,2.45072854399701,-0.741320233363095,0.891,0,0,0.335880284213737,0.166666666666667,0.234170101161484,0.236883942766296,0.718415839869054,0.996670600430837,4.65517030217945e-07,0.181818181818182,0.652371621991396,1.67152080758462,1.42693377786831,0.831720122400624,0,1,1
F7_I15,2.16623066600688,-0.527907207532815,0.91,0,0,0.30250803855668,0.166666666666667,0.17515923566879,0.269338303821062,0.692900508877634,0.995938626535163,7.41760814398772e-07,0.197727272727273,0.591817862865744,1.77960456454709,1.53253628860492,0.773981943025579,0,0,1
F7_I16,2.62401881237662,-0.162403341537115,0.908,0,0,0.307627993516339,0.208333333333333,0.114360162130863,0.463783783783784,0.397538955848334,0.994872134315517,4.239721366797e-07,0.202272727272727,0.623890750004011,1.56350160347539,1.44807637567142,0.733763718681281,0,1,1
F7_I17,1.15545879464124,-0.581462314913745,0.84,0,0,0.272785667765554,0.125,0.138004246284501,0.0686070686070686,0.911399369119757,0.99852974946057,9.35641717501787e-07,0.254545454545455,0.64768860199498,2.84690699708858,1.70281964761316,0.762145006260598,0,0,1
F7_I18,1.62854451904642,-0.439012275853932,0.857,0,0,0.287101963110624,0.125,0.1927589674824,0.117117117117117,0.830446096811123,0.995446820379054,5.1107430012991e-07,0.186363636363636,0.602560141374063,2.00264938652077,1.58867496029665,0.786310481856254,0,0,1
F7_I19,2.28567502734307,-0.891944037301596,0.875,0,0,0.305116602651109,0.0833333333333333,0.230891719745223,0.247943595769683,0.810010037786366,0.995456749199714,7.08064491182274e-07,0.209090909090909,0.624693745430301,2.00116931959037,1.5966472796106,0.784049677196045,0,0,1
F7_I20,2.6351177905544,-0.753361517828996,0.925,0,0,0.291093614926532,0.0833333333333333,0.224699221514508,0.376299376299376,0.662444646449281,0.996868390098007,4.04592649745598e-07,0.195454545454545,0.557041353373651,1.45431693640935,1.32198899779207,0.815742618864631,1,1,1
F7_I23,1.88425465529078,-0.86014128957715,0.886,0,0,0.291229487756143,0.125,0.216958598726115,0.123123123123123,0.84314563799128,0.998714101078328,1.63143264286663e-06,0.234090909090909,0.687892749296206,2.40068264823714,1.67477914645675,0.823877723955452,0,0,1
F7_I24,1.9604614062775,0.294762786969028,0.893,0,0,0.304057519967334,0.125,0.0927720852949322,0.306836248012719,0.541055901139606,0.99208544398826,2.09252028542782e-07,0.154545454545455,0.598694630809364,1.18116244640221,1.22816754538721,0.757035439605205,1,1,1
F7_I25,2.95822480046018,-1.04837277541899,0.887,0,0,0.296275267669486,0.208333333333333,0.203025477707006,0.343035343035343,0.798070239130808,0.997781305704293,9.35641717501787e-07,0.204545454545455,0.671637303028662,1.96485122609576,1.5782425650947,0.795970148886037,0,0,1
F7_I26,2.34830036769495,-0.142573797575994,0.92,0,0,0.355499092056109,0.208333333333333,0.138004246284501,0.374517374517374,0.383810947534154,0.997753071948378,4.87770735651858e-07,0.2,0.643192088848174,1.42200863287726,1.43004476702556,0.818172555893291,1,1,1
F7_I27,1.41008044433414,0.578031352369259,0.912,0,0,0.295229173870029,0.0833333333333333,0.16277423920736,0.319554848966614,0.166148825984144,0.994419580059871,4.65517030217945e-07,0.181818181818182,0.489009979472435,1.85458414187653,1.64626833788776,0.827655169867326,0,0,1
F7_I28,2.62351572936928,-0.694690584970553,0.891,0,0,0.303654864816229,0.0833333333333333,0.152866242038216,0.371943371943372,0.758403417093202,0.997338556974728,5.61031458882069e-07,0.209090909090909,0.651556044282927,1.99068467437005,1.56410021221191,0.740834622945028,0,0,1
F7_I29,3.21231805737525,-0.950116229897151,0.893,0,0,0.317162363361251,0.291666666666667,0.145826349312772,0.407755581668625,0.736531659680094,0.998456360728296,6.15813444620266e-07,0.206818181818182,0.718247318641372,1.99822771075204,1.67442148135324,0.814211247083999,0,0,1
F7_I31,3.33037863682714,-0.894528633379233,0.899,0,0,0.305522719967418,0.25,0.119426751592357,0.464159811985899,0.7773468109098,0.998542871600131,4.44265886170614e-07,0.197727272727273,0.688420485276554,1.72009830439565,1.35953877470642,0.748303418491681,0,1,1
F7_I32,2.89637451038337,-0.753960785755631,0.897,0,0,0.297723831803428,0.125,0.168602472836268,0.385945945945946,0.734139320069142,0.99756875489077,7.77046822972981e-07,0.2,0.676297552273834,1.73430041152473,1.41016217510495,0.800648194308678,0,1,1
F7_I33,2.6737592830141,-0.774763346622113,0.883,0,0,0.309600976253548,0.25,0.16277423920736,0.315315315315315,0.733826164414507,0.997893569461846,3.68413563799932e-07,0.204545454545455,0.67945138688301,1.5010518725655,1.3882837521321,0.763236336124149,0,1,1
