FID,Z_1,Z_2,ela_conv_conv_prob,ela_curv_grad_norm_min,ela_curv_grad_norm_lq,ela_distr_skewness,ela_distr_number_of_peaks,ela_level_lda_qda_10,ela_level_lda_qda_25,ela_meta_lin_simple_adj_r2,ela_meta_quad_w_interact_adj_r2,ic_eps_max,ic_eps_ratio,nbc_nb_fitness_cor,EMNA,PSO,RandomSearch,EMNA_bin,PSO_bin,RandomSearch_bin
F20_I28,1.63204944122177,-1.48518065483913,1,1.40356436336044e-06,4.34094447978564e-05,0.293131960173438,0.166666666666667,0.134626519976838,0.351351351351351,0.657944224711146,0.998882820491159,4.73826049487872e-05,0.409090909090909,0.56875903799553,0.576744079240014,2.35178314309002,0.603695614647704,1,0,1
F20_I29,1.32381866753417,-1.35933683079991,1,2.36346035035411e-06,4.26764816645644e-05,0.311033471847418,0.166666666666667,0.116772823779193,0.271042471042471,0.654623755003813,0.998951347336131,4.5247671620094e-05,0.420454545454545,0.630324691843231,0.620544353222836,2.14861389302628,0.579051125949506,1,0,1
F20_I31,1.42999831084316,-1.3806983076677,1,8.99791289709032e-07,4.42990180044285e-05,0.312242895621548,0.25,0.102464691221268,0.295752895752896,0.684971812111615,0.998738049007814,2.26587894912715e-05,0.402272727272727,0.574809403782281,0.575112692479641,2.18326702920419,0.598460226507423,1,0,1
F20_I32,1.08564319975096,-1.2243085879984,1,0.0001129681533587,4.37572279492592e-05,0.310197318186736,0.208333333333333,0.0822717622080679,0.251559251559252,0.661085156264689,0.998961507248173,3.27667572603513e-05,0.420454545454545,0.602236612845796,0.861934079107628,2.55668771215509,0.594637863433868,1,0,1
F20_I33,1.42999831084316,-1.3806983076677,1,8.9979128968298e-07,4.42990180044285e-05,0.312242895621548,0.25,0.102464691221268,0.295752895752896,0.684971812111615,0.998738049007814,2.26587894912715e-05,0.402272727272727,0.574809403782281,0.717434487232854,2.23898004140607,0.593241119470038,1,0,1
F20_I34,0.993914411047911,-1.30010916632047,1,1.91713959365224e-06,4.51472553709194e-05,0.310608777132189,0.125,0.130573248407643,0.255255255255255,0.660417712184037,0.998844034574334,3.76273924140771e-05,0.415909090909091,0.537320672257132,0.584335204518657,2.34107522337218,0.595544495368772,1,0,1
F20_I35,1.17129874652297,-1.24790868626552,1,1.21736014106726e-05,4.29135079022232e-05,0.314256228945418,0.208333333333333,0.083079479368596,0.271692745376956,0.665191471532812,0.998991787755134,2.85339064332024e-05,0.415909090909091,0.592274338244912,0.599338291980991,2.43315388017784,0.589201291477732,1,0,1
F20_I36,1.35638608773752,-1.30035258972381,1,1.01738585714444e-06,4.42974621187007e-05,0.310525051013498,0.166666666666667,0.102464691221268,0.294117647058823,0.685652348750914,0.998866347460629,2.66342107893983e-05,0.404545454545455,0.591004605291043,0.578327657436306,1.97601840062395,0.594588251987003,1,0,1
F20_I37,1.85109422051192,-1.52997843951608,1,1.38453245522507e-06,4.15664185898071e-05,0.305187383702559,0.166666666666667,0.138004246284501,0.357528957528958,0.648764085507067,0.998808852569808,4.12620172707449e-05,0.409090909090909,0.634646576214926,0.762941355502054,2.22792836551457,0.601948963459008,1,0,1
F20_I38,1.62524756327506,-1.48192361192196,1,0.0001891066048118,4.21856674313411e-05,0.315883621377732,0.166666666666667,0.130573248407643,0.316477768090671,0.689965402337999,0.998843281699594,2.48477572863854e-05,0.404545454545455,0.612550043388712,0.609615072311658,2.52845945716788,0.607801186007052,1,0,1
F20_I39,1.28923085361872,-1.21402709072132,1,1.61607745650352e-06,4.55593084096466e-05,0.315556771324469,0.125,0.0815286624203821,0.308108108108108,0.647417738082771,0.998916112950595,5.19593813182241e-05,0.420454545454545,0.627048186132002,0.629497668580146,2.30260603547983,0.58870370555216,1,0,1
F20_I40,1.67396063125725,-1.54173734286262,1,1.55605314227845e-06,4.22020139379208e-05,0.305744821544993,0.208333333333333,0.14171974522293,0.312039312039312,0.66011822314152,0.998835386017116,5.44109517637851e-05,0.411363636363636,0.62122359477284,0.585791491814528,2.15580073105513,0.602940895924905,1,0,1
F20_I41,1.35638608773752,-1.30035258972381,1,1.0173858572974e-06,4.42974621187007e-05,0.310525051013498,0.166666666666667,0.102464691221268,0.294117647058823,0.685652348750914,0.998866347460629,2.66342107893983e-05,0.404545454545455,0.591004605291043,0.570247623286267,2.3308604481775,0.596479971020142,1,0,1
F20_I42,1.34026952263584,-1.32562591035794,1,0.000225053988045,4.15959845659358e-05,0.309620545530771,0.25,0.0927720852949321,0.262647262647263,0.683682992517576,0.998893795138937,3.76273924140771e-05,0.409090909090909,0.616524624317461,0.580574204046526,2.35073675446494,0.592267761126436,1,0,1
F20_I43,1.17129874652297,-1.24790868626552,1,1.21736014107041e-05,4.29135079022232e-05,0.314256228945418,0.208333333333333,0.083079479368596,0.271692745376956,0.665191471532812,0.998991787755134,2.85339064332024e-05,0.415909090909091,0.592274338244912,0.569499638784458,2.37140544620692,0.579297781742925,1,0,1
F20_I44,1.67396063125725,-1.54173734286262,1,1.55605314227845e-06,4.22020139379208e-05,0.305744821544993,0.208333333333333,0.14171974522293,0.312039312039312,0.66011822314152,0.998835386017116,5.44109517637851e-05,0.411363636363636,0.62122359477284,0.604742990084145,2.16065350932917,0.585150657315866,1,0,1
F20_I45,1.67032275555859,-1.55054091271537,1,1.11483798153672e-05,4.37936762472252e-05,0.315959255642355,0.166666666666667,0.152866242038216,0.316289262235208,0.661241787833621,0.998925011154955,1.97314519434127e-05,0.409090909090909,0.616781612028223,0.556177222524196,2.19128862330158,0.594703887735325,1,0,1
F20_I46,1.13898917976259,-1.29709952618989,1,0.0001145629943959,4.37887160707075e-05,0.314030968540019,0.166666666666667,0.102464691221268,0.255255255255255,0.665804211159504,0.998879472707203,3.20285230595174e-05,0.422727272727273,0.609953740156103,0.5870851731189,1.88618158421103,0.606538730187075,1,0,1
F20_I47,1.98656896850292,-1.73112327241725,1,7.69614638600684e-05,4.33049251484489e-05,0.315497057735007,0.25,0.168602472836268,0.321528424976701,0.687546987816989,0.998967144455523,2.85339064332024e-05,0.4,0.637542038999072,0.605699279593536,1.97910702757464,0.602960809087573,1,0,1
F20_I48,1.46548103884773,-1.36140798021431,1,1.2408103160243e-06,4.32090838329842e-05,0.292600595383284,0.125,0.124493341053851,0.344594594594595,0.655765363442854,0.998772498985289,4.5247671620094e-05,0.406818181818182,0.5516637882636,0.568885443164964,2.24686049242589,0.595130729901966,1,0,1
F20_I49,1.17042241418935,-1.35254510687763,1,0.0002250545985746,4.28226209721857e-05,0.310237847908402,0.25,0.116772823779193,0.212012012012012,0.683743897775289,0.998798778090196,3.12902888586835e-05,0.411363636363636,0.610951663871574,0.586260978477062,2.1915511013868,0.608119996127723,1,0,1
F20_I50,1.80697256857882,-1.536852206096,1,2.58074484259271e-06,4.16069284970179e-05,0.306534483985886,0.166666666666667,0.130573248407643,0.372275501307759,0.662471220666977,0.998952165000369,4.96182576417417e-05,0.409090909090909,0.60155034570385,0.563690779260511,2.41115776633038,0.591712918960322,1,0,1
F21_I1,-2.36573104531683,3.26633922093159,0.61,4.86938651192192e-07,3.17795267182737e-08,0.118249203463629,0.0833333333333333,0.0398089171974522,0.141999141999142,0.0443915482732163,0.310361038623496,5.61372356446724e-09,0.0454545454545454,0.219060717257853,0.690053982100391,0.909890025865667,0.451480286009547,1,1,1
F21_I4,-3.3171619077561,3.37825255394085,0.562,6.02004823011336e-07,2.95521521300099e-08,0.107245922161196,0.0833333333333333,0.0636942675159235,0.122600861731297,0.0274791083717767,0.210702702032821,7.36457614291317e-09,0.0522727272727272,0.0249107227893123,1.30405060481692,1.01236244364777,0.399597214169542,1,1,1
F21_I5,-2.7062868632369,3.15802981746813,0.648,4.93557570046215e-07,3.49516070256989e-08,0.117562778116999,0.125,0.0636942675159235,0.113513513513514,0.0644532520912976,0.211739931893883,1.1281160613582e-08,0.0545454545454545,0.165332817332698,0.948471366635328,0.889335018799205,0.433622546578286,1,1,1
F21_I6,-2.88408556654609,3.29505861993037,0.617,5.4693004450333e-07,3.20549659120339e-08,0.111443925065832,0.0833333333333333,0.0636942675159235,0.128482328482328,0.0293334737871879,0.277383544065223,1.01094819164118e-08,0.0454545454545454,0.0647154605821143,0.850808714607677,0.903847119791321,0.430153468045525,1,1,1
F21_I7,-3.08389651031767,3.32928295430412,0.548,3.72942990503028e-07,3.47523578007482e-08,0.123283822343792,0.0833333333333333,0.0636942675159235,0.131756756756757,0.0082692554931332,0.197218063601789,1.08785076517599e-08,0.059090909090909,0.127973478943065,1.10200682289802,0.92294864518489,0.40793628753236,1,1,1
F21_I8,-2.80125551492229,3.26210145445376,0.628,5.98053741363633e-07,3.3373884170516e-08,0.114312285791131,0.125,0.0551200391964723,0.11969111969112,0.0489941636510252,0.22428750476479,1.53033050731515e-08,0.0477272727272727,0.132074472545971,1.22165401626533,0.951530573904858,0.451433595715933,1,1,1
F21_I9,-2.92386180723866,3.27633419413767,0.583,5.92473280336425e-07,3.38665949353486e-08,0.126493280737465,0.125,0.0471809389006841,0.125596184419714,0.0339589304969474,0.235431129628711,2.2151991442688e-08,0.0568181818181817,0.129054604382608,1.21405707382483,1.00885022035484,0.429328220888838,1,1,1
F21_I10,-3.02848709633986,3.40040014878339,0.564,5.40925810417016e-07,3.20484217347144e-08,0.0954746686009485,0.0833333333333333,0.0636942675159235,0.113513513513514,0.0508945001136903,0.236968946419818,1.08785076517599e-08,0.0363636363636363,0.0800916855335016,1.37258578769933,0.980380693937419,0.479689480721156,1,1,1
F21_I11,-2.16039765005459,3.0807605757814,0.653,5.23782873399104e-07,3.33432276489069e-08,0.118781217046015,0.125,0.0471809389006841,0.122779922779923,0.0752041127946869,0.333750004134772,1.63173588660047e-08,0.0522727272727272,0.242957573630614,1.17778551274444,0.986569693936876,0.457410991050451,1,1,1
F21_I12,-2.9749712721768,3.273204966739,0.596,3.40837012840678e-07,3.1832575569374e-08,0.124108825915402,0.0833333333333333,0.0636942675159235,0.10299488677867,0.0419918246591907,0.227245407627032,2.34891444761098e-08,0.0568181818181817,0.140023450805723,1.20010358418502,1.02946132141164,0.445322773910501,1,1,1
F21_I13,-3.04773863834182,3.36763484935158,0.572,4.25977554868577e-07,3.32929018126463e-08,0.122855929472679,0.0416666666666666,0.0551200391964723,0.122226704316256,0.0337547364941692,0.28199468642769,1.84912428810665e-08,0.0499999999999999,0.0773998462408471,1.42004068078449,0.942655262667324,0.455576097483768,1,1,1
F21_I14,-2.80851953160039,3.33633727823498,0.628,2.74646908327261e-07,3.19674774984472e-08,0.10750040390126,0.0833333333333333,0.0471809389006841,0.119236883942766,0.0287716145729302,0.281687096822361,1.43349358598686e-08,0.0499999999999999,0.119453160683163,0.99602105165815,0.895748201585766,0.429111459446731,1,1,1
F21_I15,-2.92682652813811,3.42713661683941,0.587,3.76350248332353e-07,3.36703259488814e-08,0.119639318945549,0.0833333333333333,0.0329453107840984,0.128583128583129,0.0453369065611032,0.2383899364545,2.34891444761098e-08,0.0431818181818181,0.130552873496978,0.87250886933419,0.961553818182948,0.446162623495171,1,1,1
F21_I16,-2.60283921284023,3.28395332044102,0.645,7.68189319169184e-07,3.50406073582074e-08,0.117452024630768,0.0833333333333333,0.0551200391964723,0.110772744575561,0.0441982965678309,0.281720506840794,1.63173588660047e-08,0.0431818181818181,0.169134280973659,0.467226128679501,0.881299668315921,0.408312519767623,1,1,1
F21_I17,-2.42359465270374,3.19033415318181,0.634,5.94874349393389e-07,3.21712449245997e-08,0.112844772476598,0.125,0.0636942675159235,0.131756756756757,0.0405823143942719,0.335174060331626,1.34101930702424e-08,0.0363636363636363,0.121996795738423,1.00373722499416,0.965330936258161,0.410259865932716,1,1,1
F21_I18,-3.27332553299591,3.30489503593662,0.542,5.13584417009615e-07,3.27867485874025e-08,0.122089244842352,0.0416666666666666,0.0636942675159235,0.131859131859132,0.0740576742780177,0.189019435419843,1.84912428810665e-08,0.0568181818181817,0.064967773292494,1.13961888150877,1.00770720040736,0.423240856562019,1,1,1
F21_I19,-2.49602278077929,3.04358772284279,0.596,6.34092269504093e-07,3.21126396421664e-08,0.129230803408153,0.0833333333333333,0.0636942675159235,0.114114114114114,0.0850001791265845,0.355921169272905,2.08750790736014e-08,0.0613636363636363,0.167365330673872,1.07990213081237,0.895788826214718,0.379297519792809,1,1,1
F21_I20,-2.64682688451819,3.16042908951472,0.634,1.70332593234432e-07,3.23026284827226e-08,0.109834547930038,0.125,0.0636942675159235,0.128583128583129,0.0826291104680467,0.248718413927844,1.08785076517599e-08,0.0431818181818181,0.116313460592848,0.925311912630324,0.980244679101981,0.452338091195535,1,1,1
F21_I23,-3.03687025325478,3.31024306466343,0.585,4.13497292568e-08,3.03794000344817e-08,0.114559099106395,0.125,0.0636942675159235,0.116333725029377,0.0248687596606621,0.288283204254616,1.43349358598686e-08,0.0431818181818181,0.0232426277592772,1.02132982119679,0.956120610444711,0.464817894126925,1,1,1
F21_I24,-3.06326751149136,3.28521014375268,0.612,4.97133891752702e-07,3.38200295383817e-08,0.108917406008171,0.0833333333333333,0.0636942675159235,0.135135135135135,0.0159295892822933,0.205290228167055,1.84912428810665e-08,0.0613636363636363,0.0824733234365517,1.08705773975202,0.981752648913906,0.452794318326627,1,1,1
F21_I25,-2.3614517953217,3.0625730060818,0.619,6.91806553027912e-07,3.33484465631353e-08,0.110972909234271,0.0416666666666666,0.0722684958353748,0.163491360212672,0.105132227043268,0.331380093630835,1.53033050731515e-08,0.0431818181818181,0.116012662168957,0.370173334288125,0.864104524175489,0.459792969289302,1,1,1
F21_I26,-2.43774306279311,2.98908783171806,0.636,2.02305224700756e-07,3.20189033035673e-08,0.116894552598102,0.125,0.0729830148619957,0.11969111969112,0.12130152498679,0.353736932957991,1.63173588660047e-08,0.0431818181818181,0.0873401127844482,1.24271229572493,0.926811210533392,0.500082642076363,1,1,1
F21_I27,-2.680992910458,3.20020971898212,0.642,6.18474925522e-07,3.12948832038944e-08,0.118352128127623,0.166666666666667,0.0471809389006841,0.122226704316256,0.048160446187916,0.280573264694332,1.34101930702424e-08,0.0477272727272727,0.106475363472965,0.991580513792734,0.910103630419818,0.468541096992047,1,1,1
F21_I28,-2.70996297343156,3.19170166041481,0.611,5.3632572932485e-07,3.19523600408523e-08,0.111786108987162,0.125,0.0636942675159235,0.114954954954955,0.0702334039345656,0.289616090585911,1.63173588660047e-08,0.0431818181818181,0.100642110858482,1.15325934673906,0.993833329558266,0.493022033827922,1,1,1
F21_I29,-2.72945604885,3.13134402348133,0.605,3.66084887609438e-07,3.2424547087203e-08,0.124003048889237,0.125,0.0471809389006841,0.128867998433216,0.0953837066666775,0.287523942461201,1.53033050731515e-08,0.0545454545454545,0.106443303537205,1.19684296915676,0.906465332775856,0.437633442722178,1,1,1
F21_I31,-2.91422089600979,3.36972678680655,0.56,3.56122072363698e-07,3.51804899375572e-08,0.101623584140137,0.0833333333333333,0.0471809389006841,0.131756756756757,0.0561356196760997,0.234042527091697,7.36457614291317e-09,0.0454545454545454,0.126589669547181,1.08092973140772,1.00718361436533,0.423594403849589,1,1,1
F21_I32,-2.9563817413259,3.2243511567428,0.605,5.17518640695462e-07,3.45822243047998e-08,0.107672258350057,0.125,0.0636942675159235,0.108108108108108,0.0564491393904363,0.285301756450446,9.02445432124111e-09,0.0499999999999999,0.0489262145491848,1.14826826652414,1.02586296018011,0.426779731349671,1,1,1
F21_I33,-2.9548000292786,3.34257737917045,0.55,7.34438134869448e-07,3.31898072598863e-08,0.109494228446298,0.0833333333333333,0.0636942675159235,0.108108108108108,0.0480723717578754,0.241548724450616,2.08750790736014e-08,0.0454545454545454,0.133452727914552,1.37762376787445,0.904579167711605,0.438995785962127,1,1,1
F21_I34,-3.14770699664009,3.2643749939502,0.594,3.88139827058935e-07,3.10758819478522e-08,0.113261086065566,0.0833333333333333,0.0551200391964723,0.122226704316256,0.0548568447176271,0.21940389171247,1.34101930702424e-08,0.0636363636363636,0.0725965103279013,1.33988981927879,1.03057830437935,0.433600134782248,1,1,1
F21_I35,-2.70278105296917,3.20475016252543,0.622,6.82363093530218e-07,2.97308929020053e-08,0.110373526148678,0.125,0.0551200391964723,0.12241653418124,0.0376682416085485,0.266359155556892,1.34101930702424e-08,0.0568181818181817,0.144581125955655,1.17776059941793,0.903842501923881,0.473997939125086,1,1,1
F21_I36,-3.16131703825436,3.42530338764177,0.601,5.72013465991445e-07,3.12550853437574e-08,0.118217923157599,0.0833333333333333,0.0471809389006841,0.113818043395508,0.0385812478211364,0.234799338239054,1.7379252491592e-08,0.0431818181818181,0.0544197070725844,0.356089546464976,0.854253620098504,0.426704330558887,1,1,1
F21_I37,-3.08952442914391,3.18254847607572,0.592,5.58615584803091e-07,3.57073037699045e-08,0.132555619404241,0.125,0.0636942675159235,0.125307125307125,0.0398219758121134,0.196420530242011,1.53033050731515e-08,0.0659090909090908,0.0921155701032927,1.2720478985274,1.00758444698775,0.403912205509622,1,1,1
F21_I38,-3.20833306320368,3.32718635628016,0.602,4.67065877209557e-07,3.50984323861727e-08,0.11431529806742,0.0833333333333333,0.0636942675159235,0.119467293380337,0.0417874574875735,0.250665699679457,1.7379252491592e-08,0.0477272727272727,0,0.413740373054285,0.853687794008692,0.448867951901102,1,1,1
F21_I39,-2.92911220686572,3.26334563722099,0.555,4.91097488194784e-07,3.19505726668507e-08,0.101256552174435,0.0833333333333333,0.0636942675159235,0.135135135135135,0.0781211373446892,0.222452572115087,1.63173588660047e-08,0.0477272727272727,0.103444927747156,1.34461215446159,1.01001748668431,0.438580563054513,1,1,1
F21_I40,-3.20291739318828,3.40085434819895,0.585,4.78412229808091e-07,3.37507456141242e-08,0.116398222005211,0.0833333333333333,0.0398089171974522,0.119236883942766,0.0211997092606345,0.244665765626877,1.16838135754041e-08,0.059090909090909,0.0691577196481987,0.911104477723823,0.984023387751722,0.464909803292318,1,1,1
F21_I41,-1.81530654483664,2.9470811134524,0.601,6.63749157346117e-07,3.04118712465992e-08,0.126566358397501,0.125,0.0471809389006841,0.179869524697111,0.150517661106552,0.358294952355499,1.34101930702424e-08,0.034090909090909,0.230949718375679,0.879104324901446,0.929014113714135,0.420257632192715,1,1,1
F21_I42,-3.19884594844413,3.28383080357954,0.574,6.21861929867875e-07,3.52552802603777e-08,0.115283528449963,0.0833333333333333,0.0636942675159235,0.131756756756757,0.0568098686212151,0.177760397093167,1.25271112712388e-08,0.0568181818181817,0.0675386394823289,1.24854077351092,0.987933096448578,0.4052995517221,1,1,1
F21_I43,-2.94876068856973,3.31849664105543,0.608,5.6826071183626e-07,3.5470235223194e-08,0.133064994795372,0.0833333333333333,0.0551200391964723,0.10299488677867,0.0203705446403038,0.289546167367564,1.96556934404148e-08,0.0522727272727272,0.104906865819887,0.903812393892688,0.986318551849061,0.410776772891238,1,1,1
F21_I44,-3.35579116763401,3.47373420614668,0.601,3.09228484381977e-07,3.47005391614462e-08,0.117147757569317,0.0416666666666666,0.0398089171974522,0.108108108108108,0.0284727312725926,0.201576539245716,1.84912428810665e-08,0.059090909090909,0.0769599166252925,1.19814355086205,0.695068473211742,0.43544724428307,1,1,1
F21_I45,-2.99926674784327,3.34453551568411,0.578,6.49165801348242e-07,3.39684976095992e-08,0.11753453232533,0.125,0.0471809389006841,0.113513513513514,0.0354348989232583,0.286922398120548,1.84912428810665e-08,0.0454545454545454,0.065153374011758,0.871328537229329,0.978071334422968,0.456056737375435,1,1,1
F21_I46,-2.74559134062883,3.36849832562417,0.624,5.03925601729704e-07,3.40169285634541e-08,0.115112905116784,0.0416666666666666,0.0636942675159235,0.128482328482328,0.0137307755297037,0.262503488559749,1.25271112712388e-08,0.0409090909090908,0.138069292058993,0.829716102694124,0.879127549143412,0.440388421569537,1,1,1
F21_I47,-2.51528210546743,3.08414956284007,0.618,5.88796753918442e-07,3.24635721703869e-08,0.123449354585773,0.0833333333333333,0.0729830148619957,0.135135135135135,0.089232781376714,0.303621270399714,1.7379252491592e-08,0.0454545454545454,0.124418868059521,0.990834793344176,0.979944092395594,0.435743188246225,1,1,1
F21_I48,-2.92032887344585,3.31764524598993,0.629,5.97724331694617e-07,3.28999413744056e-08,0.108775177510572,0.125,0.0551200391964723,0.110772744575561,0.0144112993258622,0.315247327681967,2.2151991442688e-08,0.0454545454545454,0.0386813893748811,1.14514436468865,1.0233519176142,0.412928934213331,1,1,1
F21_I49,-2.90970669558392,3.35043221823888,0.614,4.33297020242262e-07,3.41584521289355e-08,0.117689451968682,0.0833333333333333,0.0551200391964723,0.125307125307125,0.0243413911604621,0.250127168285549,1.58103319695781e-08,0.0454545454545454,0.0991295513483703,1.20297929479879,0.968252197771909,0.438858532384269,1,1,1
F21_I50,-2.49817773764823,3.18777475822233,0.597,4.87214670541079e-07,3.28952448416723e-08,0.102355276406057,0.166666666666667,0.0636942675159235,0.125999238675295,0.0402543266163811,0.268621845911128,1.08785076517599e-08,0.0431818181818181,0.17108605904651,1.40715187432614,1.04824254570869,0.477456645954289,1,1,1
F22_I1,-1.82230007748981,3.18582142357922,0.535,8.7949792815395e-09,1.1527653444221e-08,0.0018920674742881,0.208333333333333,0.0940938042848871,0.195195195195195,0.0530223452207314,0.244859929482244,3.62585667266027e-09,0.0068181818181818,0.216460296184345,1.05292068345781,1.13018820358486,0.438211545849837,1,1,1
F22_I4,-1.99854510544279,3.42652333154855,0.622,1.66820464570987e-08,1.72585452101967e-08,0.0337201454407793,0.125,0.0471809389006841,0.156402303943287,0.0445670791801634,0.341013427154517,6.75385806811742e-09,0.0045454545454545,0.187408382588651,1.0541064795834,1.13963636088846,0.519422373664658,1,1,1
F22_I5,-1.77980644677033,3.03107470124883,0.575,3.27980702867773e-09,1.48450187269564e-08,0.0245582937556378,0.166666666666667,0.0729830148619957,0.20997920997921,0.126520288131336,0.370376283331534,7.36457614291317e-09,0.0136363636363636,0.11113125121198,1.68302966144346,1.26260065884667,0.459085399966889,0,1,1
F22_I6,-2.9955768208137,3.41244164746895,0.613,1.94563126186003e-08,1.93360046014992e-08,0.0478794057793144,0.25,0.0636942675159235,0.116333725029377,0.0039322004771704,0.186564930872433,1.16838135754041e-08,0.0272727272727272,0.0225745862320505,1.32348359588208,1.23338920079117,0.445324095988065,1,1,1
F22_I7,-2.59412653366949,3.44344771774048,0.68,8.44751650661141e-08,1.78009770235038e-08,0.0241492228659111,0.166666666666667,0.0636942675159235,0.122226704316256,0.0403969520773546,0.177845883979074,1.16838135754041e-08,0.0159090909090909,0.117992164347251,1.28877441670811,1.23270171773683,0.551659723557349,1,1,1
F22_I8,-1.9537696983389,3.13957635813964,0.556,7.8745191594395e-09,1.41300078030592e-08,0.0579913319755939,0.166666666666667,0.0551200391964723,0.170515970515971,0.12801240960145,0.412662714541683,4.08900559027208e-09,0.009090909090909,0.112413382825076,1.79266244091213,1.2749418996597,0.570191702438253,0,1,1
F22_I9,-2.13863214145419,3.11576038196258,0.575,7.0496407255588e-09,1.65895189723993e-08,0.033567194967332,0.291666666666667,0.0398089171974522,0.15994683207798,0.0891283101765022,0.326455412671587,4.57400440076499e-09,0.0318181818181818,0.130176600567855,1.40045201129213,1.20176396245449,0.468101207332621,1,1,1
F22_I10,-1.58011229966334,3.03168990030167,0.705,7.69430338233002e-09,1.50044769737193e-08,0.0320315855276926,0.208333333333333,0.0471809389006841,0.164452588181402,0.133361435196774,0.408928787296615,5.89218864203116e-09,0.0136363636363636,0.152297262433121,1.39187022520411,1.24839396064474,0.477907241504881,1,1,1
F22_I11,-2.23960499300126,3.31379648242291,0.605,6.46405792519446e-08,1.96385897571951e-08,0.0409495310303208,0.125,0.0551200391964723,0.128583128583129,0.0851601249985821,0.324102660879089,7.36457614291317e-09,0.0204545454545454,0.170724446184739,1.67125505549679,1.27138340952861,0.508627115730385,0,1,1
F22_I12,-2.00655928274585,2.98677183618093,0.608,4.05819091401391e-09,1.46332509157308e-08,0.0545982208245029,0.291666666666667,0.0636942675159235,0.155727155727156,0.095917040979332,0.329700018479641,5.0818839125912e-09,0.0272727272727272,0.126113478444559,1.27998696211053,1.20130958801264,0.54017135215133,1,1,1
F22_I13,-2.45119074535545,3.46554981029622,0.682,1.05089467757422e-08,1.77147457878244e-08,0.0409772500535019,0.166666666666667,0.0551200391964723,0.108108108108108,0.0167831900044712,0.317363877396034,9.37510189477815e-09,0.009090909090909,0.0848821017348997,1.11100342065631,1.11601438507279,0.566736271887965,1,1,1
F22_I14,-2.09205298439921,3.1066388656602,0.61,1.03913038355073e-08,1.572671114998e-08,0.0544190375849769,0.166666666666667,0.0636942675159235,0.138314785373609,0.112473896104034,0.364914295738032,2.76121538711445e-09,0.0249999999999999,0.138710363767099,1.56624552645305,1.17936574920591,0.542512956682124,0,1,1
F22_I15,-1.28198243638165,3.02210012014456,0.57,2.92849218242673e-08,1.3770656203862e-08,0.022678314074813,0.25,0.0398089171974522,0.185328185328185,0.14952804843132,0.434224562251232,4.08900559027208e-09,0.0068181818181818,0.251547474122794,1.72947258025258,1.29537714915357,0.533636880736426,0,1,1
F22_I16,-1.48696706293572,3.12427769372816,0.665,1.31543730105744e-08,1.44874368976906e-08,0.019709752188053,0.166666666666667,0.0477707006369426,0.177606177606178,0.152295497371234,0.387274645958133,4.08900559027208e-09,0,0.194207674765093,1.47048162797903,1.13443939181539,0.604517583861147,1,1,1
F22_I17,-1.89999897163524,3.35341273593518,0.56,1.66962608283559e-09,1.44325932148225e-08,0.007100323680088,0.0833333333333333,0.0636942675159235,0.141402271837054,0.0781083883948604,0.381465723294354,4.08900559027208e-09,0.0113636363636363,0.233802672799716,1.26514851780028,1.09363635193247,0.455122112862163,1,1,1
F22_I18,-1.51522625189934,2.94757420852214,0.586,2.95917387633359e-08,1.29739840136862e-08,0.0162285980551302,0.208333333333333,0.0822717622080679,0.154101469890944,0.147707802442382,0.394678326566156,6.17065371959507e-09,0.0136363636363636,0.219029917337615,1.23337907623363,1.20587619296292,0.495381616586437,1,1,1
F22_I19,-2.51990870142593,3.37142613184115,0.602,1.02950528798937e-08,1.63751969140874e-08,0.0241432050129666,0.291666666666667,0.0636942675159235,0.116333725029377,0.0448487915647567,0.195747407461137,2.35788532488924e-09,0.009090909090909,0.117735087811599,1.50670615347377,1.14724710219324,0.569304097450558,0,1,1
F22_I20,-2.40731439341772,3.18216071056528,0.586,2.99439554910725e-08,1.59073281598554e-08,0.053172109433155,0.25,0.0636942675159235,0.114402073306183,0.0723796704016299,0.281796150261356,6.17065371959507e-09,0.0295454545454545,0.13735107942754,1.24264646110712,1.18045746275777,0.539663332748205,1,1,1
F22_I23,-2.20557127371078,3.31395810835403,0.49,7.55308799409506e-09,1.068872559677e-08,0.001602125625695,0.0833333333333333,0.0636942675159235,0.161230195712954,0.152148263618792,0.360651055065261,8.00410595408011e-09,0.0068181818181818,0.12452927291777,1.75602247559002,1.20062124362848,0.479249294300163,0,1,1
F22_I24,-1.22824495328293,2.96288641870203,0.561,1.10304091348011e-08,1.61287370183419e-08,0.0417849419869366,0.208333333333333,0.0551200391964723,0.222541690626797,0.138465316435289,0.388183188826218,6.17065371959507e-09,0.009090909090909,0.266971556560279,1.40435276979734,1.27594595024133,0.534081323387033,1,1,1
F22_I25,-2.56482584018212,3.4483330369281,0.585,5.88924330968647e-09,1.57861965660457e-08,0.0306581720092614,0.166666666666667,0.0471809389006841,0.131908027430415,0.0345954955425307,0.332442214117209,5.0818839125912e-09,0.0181818181818181,0.0670145646809303,1.27346052850079,1.14603158209664,0.471967520230441,1,1,1
F22_I26,-1.79889859166835,3.12154305695556,0.672,2.30138409976482e-08,1.61696994137813e-08,0.0281174131944128,0.166666666666667,0.083079479368596,0.142224191404519,0.0526937205187923,0.381039989673894,3.62585667266027e-09,0.0181818181818181,0.164968421320528,1.31720533558105,1.15127809160944,0.567730088798345,1,1,1
